Timestamp,Input Throttle,horizon,dT,dt,Input Roll,Roll P,Roll I,Roll D,Input Pitch,Pitch P,Pitch I,Pitch D,Input Yaw,Yaw P,Yaw I,Yaw D,Altitude,Direction X,Direction Y,Direction Z,Drag X,Drag Y,Drag Z,Vertical Velocity,Roll,Mass
1598103360.2500656,0.0,10.0,0.5,0.5,-0.0095361328125,-0.14,-0.011,-0.56,0.004233801349291441,10.0,1.0,100.0,0.1300300645592446,-10.0,-1.0,-100.0,481.19946520379744,-0.011776983884261861,0.0004128239626217494,0.9999305637027831,0.48556179985541,-0.03483214245056657,-0.5417366459529999,0.9733430544959801,-89.92138671875,6400.70703125
1598103360.2917535,0.0,10.0,0.5,0.5,-0.010622363281250002,-0.14,-0.011,-0.56,0.00419769213490875,10.0,1.0,100.0,0.12144507070457558,-10.0,-1.0,-100.0,481.2656221606303,-0.011799688734021232,0.00041308005455292286,0.9999302959259952,1.1371891711407607,-0.08086688670292078,-2.4125716147666654,1.8832790354269335,-89.92205810546875,6397.548828125
1598103360.323799,0.0,10.0,0.5,0.5,-0.009759613037109375,-0.14,-0.011,-0.56,0.004059743919339815,10.0,1.0,100.0,0.11667570874538247,-10.0,-1.0,-100.0,481.36821628536563,-0.011766244680778885,0.00041168326339013304,0.9999306905996049,1.849635239962731,-0.13040844739089022,-5.7225501479939025,2.7938384012153614,-89.9239501953125,6394.3916015625
1598103360.3606284,0.0,10.0,0.5,0.5,-0.009663824462890627,-0.14,-0.011,-0.56,0.0041371132365101496,10.0,1.0,100.0,0.11940326212843505,-10.0,-1.0,-100.0,481.43303213780746,-0.011749940349785612,0.00041074255315879066,0.9999308827075656,2.14131999145151,-0.15033886213091507,-7.640283444691906,3.2493485744124846,-89.92572021484375,6392.81201171875
1598103360.370631,0.0,10.0,0.5,0.5,-0.009049121093750001,-0.14,-0.011,-0.56,0.004167168259624288,10.0,1.0,100.0,0.11955959200332121,-10.0,-1.0,-100.0,481.5072168201441,-0.011725857647427252,0.00040978718720119085,0.9999311657993731,2.4111641014400136,-0.1685809357742184,-9.727691199673469,3.70501460691966,-89.92813110351562,6391.2333984375
1598103360.3998144,0.0,10.0,0.5,0.5,-0.008342044067382814,-0.14,-0.011,-0.56,0.0041478090665517,10.0,1.0,100.0,0.11953565539974463,-10.0,-1.0,-100.0,481.5904341136338,-0.011693086805571294,0.00040837014622343914,0.9999315501346985,2.668892817758912,-0.18583575952645623,-11.992296132826802,4.160832500808453,-89.93118286132812,6389.654296875
1598103360.4117825,0.0,10.0,0.5,0.5,-0.007584613037109375,-0.14,-0.011,-0.56,0.004157276609247746,10.0,1.0,100.0,0.11917291995594959,-10.0,-1.0,-100.0,481.6828368388815,-0.01164936745729904,0.000406796750135244,0.9999320610692752,2.919924800268535,-0.2024929194100716,-14.439063901505897,4.616804758299621,-89.934814453125,6388.0751953125
1598103360.4378443,0.0,10.0,0.5,0.5,-0.006742010498046875,-0.14,-0.011,-0.56,0.00413962028662726,10.0,1.0,100.0,0.1188144266971223,-10.0,-1.0,-100.0,481.7842116856482,-0.011595773231555561,0.0004048360628038483,0.9999326848097949,3.1675935597932097,-0.21879278479365716,-17.072183106610485,5.072931670819901,-89.93902587890625,6386.49658203125
1598103360.4478188,0.0,10.0,0.5,0.5,-0.005856323242187501,-0.14,-0.011,-0.56,0.00412036861782211,10.0,1.0,100.0,0.11838228903655033,-10.0,-1.0,-100.0,481.8821683638962,-0.011532581071936695,0.0004025105718199837,0.9999334165628524,3.4139469779164924,-0.2348830255882982,-19.89468403262714,5.529211652367713,-89.94375610351562,6384.91796875
1598103360.4717236,0.0,10.0,0.5,0.5,-0.004871438598632812,-0.14,-0.011,-0.56,0.004075095706741607,10.0,1.0,100.0,0.11782639934504677,-10.0,-1.0,-100.0,482.0212619310478,-0.011459595946840477,0.0003996189984868113,0.9999342568216129,3.6602827762980974,-0.25085782519233646,-22.90883104490042,5.985645172063035,-89.94903564453125,6383.3388671875
1598103360.5096467,0.0,10.0,0.5,0.5,0.0003831695556640634,-0.14,-0.011,-0.56,0.003741917237423521,10.0,1.0,100.0,0.10699272944178323,-10.0,-1.0,-100.0,482.2563276042929,-0.011284340110408029,0.0003935981102824113,0.9999362523425182,4.156088978432082,-0.2826950776097754,-29.519372072133734,6.898970227960736,-89.96084594726562,6380.18115234375
1598103360.5457895,0.0,10.0,0.5,0.5,-0.001701110839843751,-0.14,-0.011,-0.56,0.0039306237238170795,10.0,1.0,100.0,0.11322017262756415,-10.0,-1.0,-100.0,482.4218792730244,-0.011182077600589133,0.00038985756711138847,0.9999374026165896,4.406490255646463,-0.29862698879228045,-33.11834053024523,7.35586171539138,-89.96725463867188,6378.6025390625
1598103360.5565782,0.0,10.0,0.5,0.5,-0.000519192504882813,-0.14,-0.011,-0.56,0.0038499397266040535,10.0,1.0,100.0,0.1110529564988654,-10.0,-1.0,-100.0,482.5609413824277,-0.011069971182432359,0.00038574469378801433,0.9999386515877119,4.658931565931376,-0.3145974412058539,-36.914505651366085,7.812904974764086,-89.9739990234375,6377.02294921875
1598103360.5878913,0.0,10.0,0.5,0.5,0.0005655242919921873,-0.14,-0.011,-0.56,0.0038013185532257323,10.0,1.0,100.0,0.10906505137680304,-10.0,-1.0,-100.0,482.7265536983032,-0.010950617367996858,0.00038158728789023684,0.9999399673832432,4.913591148522031,-0.3306212294393915,-40.90887645413679,8.270099984812793,-89.98086547851562,6375.4443359375
