Timestamp,Input Throttle,horizon,dT,dt,Input Roll,Roll P,Roll I,Roll D,Input Pitch,Pitch P,Pitch I,Pitch D,Input Yaw,Yaw P,Yaw I,Yaw D,Altitude,Direction X,Direction Y,Direction Z,Vertical Velocity,Roll,Mass
1594015661.9082084,0.0,5.0,0.5,0.5,8.870925903320312e-05,-0.0001,-1e-05,-0.006,-0.008388469108859098,2.0,0.5,10.0,-0.003878105070435455,-2.0,-0.5,-10.0,475.02654368581716,0.0018017798124315995,-0.0033252051925898663,0.9999928482743938,-13.971150834466716,-90.4810562133789,3893.01171875
1594015661.946106,0.0,5.0,0.5,0.5,6.492197418212891e-05,-0.0001,-1e-05,-0.006,-0.007449940858931546,2.0,0.5,10.0,-0.00382617273906622,-2.0,-0.5,-10.0,474.4695985506987,0.0018128234893967196,-0.003377977710433393,0.9999926514417915,-14.359189073540875,-90.48373413085938,3893.01171875
1594015661.9852061,0.0,5.0,0.5,0.5,6.683698272705079e-05,-0.0001,-1e-05,-0.006,-0.007750751088142192,2.0,0.5,10.0,-0.003952689943322045,-2.0,-0.5,-10.0,473.899927555467,0.0018250162226831521,-0.0034329474206104132,0.999992442065336,-14.747152129971028,-90.48660278320312,3893.01171875
1594015662.0211112,0.0,5.0,0.5,0.5,6.90997085571289e-05,-0.0001,-1e-05,-0.006,-0.00807680691502587,2.0,0.5,10.0,-0.00410927775419489,-2.0,-0.5,-10.0,473.3598522240063,0.0018406215837334032,-0.003491622883745693,0.999992210310572,-13.647133264616743,-90.48971557617188,3890.81201171875
1594015662.058026,0.0,5.0,0.5,0.5,7.055225372314453e-05,-0.0001,-1e-05,-0.006,-0.008370741368925828,2.0,0.5,10.0,-0.004211024403523143,-2.0,-0.5,-10.0,472.8610414416762,0.001854435682120411,-0.003550465212167816,0.9999919776003596,-12.517557144755054,-90.49293518066406,3888.56982421875
1594015662.0929315,0.0,5.0,0.5,0.5,7.206523895263673e-05,-0.0001,-1e-05,-0.006,-0.00868094608896718,2.0,0.5,10.0,-0.004338725706327841,-2.0,-0.5,-10.0,472.3678561488632,0.0018688623906678071,-0.0036105572741389983,0.999991735580617,-11.358319594894892,-90.49626922607422,3886.28466796875
1594015662.1669185,0.0,5.0,0.5,0.5,7.340684509277344e-05,-0.0001,-1e-05,-0.006,-0.008977162911213993,2.0,0.5,10.0,-0.004462604480210458,-2.0,-0.5,-10.0,472.0013475912856,0.0018834209523197396,-0.0036702747389933056,0.9999914908682257,-10.257551317431695,-90.49968719482422,3884.0869140625
1594015662.204813,0.0,5.0,0.5,0.5,8.546430206298828e-05,-0.0001,-1e-05,-0.006,-0.009638943451859502,2.0,0.5,10.0,-0.004663558226910748,-2.0,-0.5,-10.0,471.45443762047216,0.0019044516452867085,-0.0037598948600132153,0.999991118087842,-8.72905283976939,-90.50494384765625,3880.97265625
1594015662.2407215,0.0,5.0,0.5,0.5,7.607010650634765e-05,-0.0001,-1e-05,-0.006,-0.009638903855846419,2.0,0.5,10.0,-0.004717849740374799,-2.0,-0.5,-10.0,471.1527323384071,0.001918566300359159,-0.003818908765945328,0.9999908674778928,-7.751703822466843,-90.50849151611328,3878.958984375
1594015662.280615,0.0,5.0,0.5,0.5,7.707298278808595e-05,-0.0001,-1e-05,-0.006,-0.009929016569388561,2.0,0.5,10.0,-0.004829232832675818,-2.0,-0.5,-10.0,470.85636980785057,0.001931616411026456,-0.003876350960492495,0.9999906213366562,-6.835091219518393,-90.5120620727539,3877.035400390625
1594015662.3175159,0.0,5.0,0.5,0.5,7.78490219116211e-05,-0.0001,-1e-05,-0.006,-0.010218782735045038,2.0,0.5,10.0,-0.0049367569535186985,-2.0,-0.5,-10.0,470.6236346269725,0.0019434034449401668,-0.003932215174084455,0.9999903803871689,-6.002952042527187,-90.51561737060547,3875.237060546875
1594015662.3925412,0.0,5.0,0.5,0.5,7.819257354736329e-05,-0.0001,-1e-05,-0.006,-0.010330906122330551,2.0,0.5,10.0,-0.0049548559769769865,-2.0,-0.5,-10.0,470.4487663883483,0.001954144126687664,-0.003985583092761987,0.9999901481755422,-5.224971958330965,-90.5191650390625,3873.51904296875
1594015662.5331645,0.0,5.0,0.5,0.5,8.900757598876953e-05,-0.0001,-1e-05,-0.006,-0.010731564128975028,2.0,0.5,10.0,-0.0050128899932507034,-2.0,-0.5,-10.0,470.22765012201853,0.0019673420268446758,-0.004060912836453935,0.999989819224318,-4.15753536022033,-90.52442169189453,3871.08984375
